run_id,patient_id,repetition,micro_f1_mean,micro_f1_std,hallucination_mean,omission_mean,drift_score_mean,latency_mean_s
20260522_161848,patient_01,1,0.35294117647058826,0.0,5.0,6.0,0.39285714285714285,5.271500499999092
20260522_161848,patient_01,5,0.125,0.0,6.0,8.0,0.7848484848484849,5.409646799998882
20260522_161848,patient_01,10,0.125,0.0,6.0,8.0,0.7848484848484849,6.143975200000568
20260522_161848,patient_01,16,0.125,0.0,6.0,8.0,0.930952380952381,6.644169699997292
20260522_161848,patient_02,1,0.7142857142857143,0.0,2.0,2.0,0.2222222222222222,2.767972000001464
20260522_161848,patient_02,5,0.14285714285714285,0.0,6.0,6.0,0.9230769230769231,4.996861199993873
20260522_161848,patient_02,10,0.14285714285714285,0.0,6.0,6.0,0.9230769230769231,4.152947099995799
20260522_161848,patient_02,16,0.14285714285714285,0.0,6.0,6.0,0.9230769230769231,4.565245999998297
20260522_161848,patient_03,1,0.4444444444444444,0.0,5.0,5.0,0.35714285714285715,3.4574446999977226
20260522_161848,patient_03,5,0.4444444444444444,0.0,5.0,5.0,0.35714285714285715,3.357613799998944
20260522_161848,patient_03,10,0.4444444444444444,0.0,5.0,5.0,0.35714285714285715,2.9687224000008428
20260522_161848,patient_03,16,0.4444444444444444,0.0,5.0,5.0,0.35714285714285715,3.1768311000050744
20260522_161848,patient_04,1,0.6666666666666666,0.0,2.0,2.0,0.25,1.931748199996946
20260522_161848,patient_04,5,0.6666666666666666,0.0,2.0,2.0,0.25,1.937291299997014
20260522_161848,patient_04,10,0.6666666666666666,0.0,2.0,2.0,0.25,1.8950755000041681
20260522_161848,patient_04,16,0.6666666666666666,0.0,2.0,2.0,0.25,1.9234703999973135
20260522_161848,patient_05,1,0.35294117647058826,0.0,5.0,6.0,0.39285714285714285,2.42065459999867
20260522_161848,patient_05,5,0.0,0.0,8.0,9.0,1.0,4.050221199999214
20260522_161848,patient_05,10,0.11764705882352941,0.0,7.0,8.0,0.8973214285714286,4.2362828999976045
20260522_161848,patient_05,16,0.11764705882352941,0.0,7.0,8.0,0.8973214285714286,3.694842899996729
20260522_161848,patient_06,1,0.6,0.0,2.0,2.0,0.2857142857142857,1.8456809999988764
20260522_161848,patient_06,5,0.20000000000000004,0.0,4.0,4.0,0.8888888888888888,3.3754154999987804
20260522_161848,patient_06,10,0.20000000000000004,0.0,4.0,4.0,0.8888888888888888,2.997387700001127
20260522_161848,patient_06,16,0.20000000000000004,0.0,4.0,4.0,0.8888888888888888,3.7053430000014487
20260522_161848,patient_07,1,0.5714285714285714,0.0,3.0,3.0,0.3,1.9062267999979667
20260522_161848,patient_07,5,0.5714285714285714,0.0,3.0,3.0,0.425,2.1978720000042813
20260522_161848,patient_07,10,0.5714285714285714,0.0,3.0,3.0,0.425,2.1780400999996345
20260522_161848,patient_07,16,0.2857142857142857,0.0,5.0,5.0,0.7803030303030303,4.327117100001487
20260522_161848,patient_08,1,0.47058823529411764,0.0,4.0,5.0,0.34615384615384615,2.722052500001155
20260522_161848,patient_08,5,0.47058823529411764,0.0,4.0,5.0,0.45726495726495725,2.7821879999974044
20260522_161848,patient_08,10,0.47058823529411764,0.0,4.0,5.0,0.45726495726495725,2.6490703000017675
20260522_161848,patient_08,16,0.47058823529411764,0.0,4.0,5.0,0.34615384615384615,3.3088209999987157
20260522_161848,patient_09,1,0.20000000000000004,0.0,4.0,4.0,0.4444444444444444,3.5000981999983196
20260522_161848,patient_09,5,0.20000000000000004,0.0,4.0,4.0,0.6111111111111112,3.33229250000295
20260522_161848,patient_09,10,0.20000000000000004,0.0,4.0,4.0,0.7301587301587301,3.614925100002438
20260522_161848,patient_09,16,0.20000000000000004,0.0,4.0,4.0,0.8888888888888888,2.935576799995033
20260522_161848,patient_10,1,0.42857142857142855,0.0,4.0,4.0,0.36363636363636365,2.7329041000048164
20260522_161848,patient_10,5,0.42857142857142855,0.0,4.0,4.0,0.36363636363636365,2.7337501000001794
20260522_161848,patient_10,10,0.26666666666666666,0.0,6.0,5.0,0.6730769230769231,4.045625200000359
20260522_161848,patient_10,16,0.26666666666666666,0.0,6.0,5.0,0.6730769230769231,4.2241072000033455
20260522_161848,patient_11,1,0.35294117647058826,0.0,5.0,6.0,0.39285714285714285,4.282972799999698
20260522_161848,patient_11,5,0.125,0.0,6.0,8.0,0.9666666666666667,6.985910600000352
20260522_161848,patient_11,10,0.125,0.0,6.0,8.0,0.9666666666666667,5.981968499996583
20260522_161848,patient_11,16,0.125,0.0,6.0,8.0,0.930952380952381,5.700920600000245
20260522_161848,patient_12,1,0.7142857142857143,0.0,2.0,2.0,0.2222222222222222,2.439968899998348
20260522_161848,patient_12,5,0.14285714285714285,0.0,6.0,6.0,0.9230769230769231,4.525156600000628
20260522_161848,patient_12,10,0.14285714285714285,0.0,6.0,6.0,0.9230769230769231,4.8711408999952255
20260522_161848,patient_12,16,0.14285714285714285,0.0,6.0,6.0,0.9230769230769231,5.1210131000043475
20260522_161848,patient_13,1,0.4444444444444444,0.0,5.0,5.0,0.35714285714285715,3.0928285000045435
20260522_161848,patient_13,5,0.4444444444444444,0.0,5.0,5.0,0.35714285714285715,2.8487848000004306
20260522_161848,patient_13,10,0.4444444444444444,0.0,5.0,5.0,0.35714285714285715,3.011247299997194
20260522_161848,patient_13,16,0.4444444444444444,0.0,5.0,5.0,0.35714285714285715,2.8693103000041447
20260522_161848,patient_14,1,0.6666666666666666,0.0,2.0,2.0,0.25,1.9226307999997516
20260522_161848,patient_14,5,0.6666666666666666,0.0,2.0,2.0,0.25,1.8603297000008752
20260522_161848,patient_14,10,0.6666666666666666,0.0,2.0,2.0,0.25,1.7970256999979028
20260522_161848,patient_14,16,0.6666666666666666,0.0,2.0,2.0,0.25,1.9276727000033134
20260522_161848,patient_15,1,0.35294117647058826,0.0,5.0,6.0,0.39285714285714285,2.6605149999959394
20260522_161848,patient_15,5,0.0,0.0,8.0,9.0,1.0,4.599805700003344
20260522_161848,patient_15,10,0.11764705882352941,0.0,7.0,8.0,0.8973214285714286,4.483668199995009
20260522_161848,patient_15,16,0.11764705882352941,0.0,7.0,8.0,0.8973214285714286,3.7958010000002105
20260522_161848,patient_16,1,0.6,0.0,2.0,2.0,0.2857142857142857,1.9852485999945202
20260522_161848,patient_16,5,0.20000000000000004,0.0,4.0,4.0,0.8888888888888888,3.7247119000021485
20260522_161848,patient_16,10,0.20000000000000004,0.0,4.0,4.0,0.8888888888888888,3.39570090000052
20260522_161848,patient_16,16,0.20000000000000004,0.0,4.0,4.0,0.8888888888888888,3.427785899999435
20260522_161848,patient_17,1,0.5714285714285714,0.0,3.0,3.0,0.3,2.365754400001606
20260522_161848,patient_17,5,0.5714285714285714,0.0,3.0,3.0,0.425,2.704005600004166
20260522_161848,patient_17,10,0.5714285714285714,0.0,3.0,3.0,0.425,2.4394232999984524
20260522_161848,patient_17,16,0.2857142857142857,0.0,5.0,5.0,0.7803030303030303,4.536351700000523
20260522_161848,patient_18,1,0.47058823529411764,0.0,4.0,5.0,0.34615384615384615,2.7678959000040777
20260522_161848,patient_18,5,0.47058823529411764,0.0,4.0,5.0,0.45726495726495725,3.638844799999788
20260522_161848,patient_18,10,0.47058823529411764,0.0,4.0,5.0,0.45726495726495725,2.924771799996961
20260522_161848,patient_18,16,0.47058823529411764,0.0,4.0,5.0,0.34615384615384615,2.8157408999977633
20260522_161848,patient_19,1,0.6,0.0,2.0,2.0,0.2857142857142857,1.9307803000046988
20260522_161848,patient_19,5,0.20000000000000004,0.0,4.0,4.0,0.8888888888888888,3.341894199998933
20260522_161848,patient_19,10,0.20000000000000004,0.0,4.0,4.0,0.8888888888888888,3.4013254000019515
20260522_161848,patient_19,16,0.20000000000000004,0.0,4.0,4.0,0.8888888888888888,3.269592199998442
20260522_161848,patient_20,1,0.42857142857142855,0.0,4.0,4.0,0.36363636363636365,2.5043968000027235
20260522_161848,patient_20,5,0.42857142857142855,0.0,4.0,4.0,0.36363636363636365,2.485076000004483
20260522_161848,patient_20,10,0.26666666666666666,0.0,6.0,5.0,0.6730769230769231,3.3025543999974616
20260522_161848,patient_20,16,0.26666666666666666,0.0,6.0,5.0,0.6730769230769231,4.303567299997667
20260522_161848,patient_21,1,0.35294117647058826,0.0,5.0,6.0,0.39285714285714285,4.46853839999676
20260522_161848,patient_21,5,0.23529411764705882,0.0,6.0,7.0,0.6333333333333333,5.231438300004811
20260522_161848,patient_21,10,0.125,0.0,6.0,8.0,0.9666666666666667,5.4583405000012135
20260522_161848,patient_21,16,0.125,0.0,6.0,8.0,0.930952380952381,5.481203399998776
20260522_161848,patient_22,1,0.7142857142857143,0.0,2.0,2.0,0.2222222222222222,2.3717842000041855
20260522_161848,patient_22,5,0.14285714285714285,0.0,6.0,6.0,0.9230769230769231,4.189979700000549
20260522_161848,patient_22,10,0.14285714285714285,0.0,6.0,6.0,0.9230769230769231,3.8651745000024675
